L1,L2
The Gaganyaan mission is targeted to be launched by 2022.,प्रधानमंत्री नरेंद्र मोदी की घोषणा के अनुरूप गगनयान 2022 में भेजने की योजना है।
"On future programmes, the ISRO Chairman said that Chandrayaan 3 mission to the moon, comprising of a lander and a rover is approved by the Government.",उन्होंने यह भी बताया कि सरकार ने चंद्रयान-3 मिशन की मंज़ूरी दे दी है।
Chandrayaan-2 mission was India's first attempt to land on lunar surface.,"इस मिशन के तहत वही प्रयोग किये जाएंगे, जिनकी चंद्रयान-2 में योजना बनाई गयी थी।"
Vice President M Venkaiah Naidu has expressed grief on the demise of T N Chaturvedi.,राष्ट्रपति रामनाथ कोविंद ने कर्नाटक के पूर्व राज्यपाल टी एन चतुर्वेदी के निधन पर शोक व्यक्त किया है।
"BJP will begin a 10-day mass contact drive from Sunday to mobilise support for the Citizenship (Amendment) Act. Briefing media at BJP headquarters in New Delhi today, party general secretary Dr Anil Jain said, BJP president and Home Minister Amit Shah will join the drive in Delhi.",आज नई दिल्ली में संवाददाताओं से बातचीत करते हुए पार्टी महासचिव डॉक्टर अनिल जैन ने कहा कि भाजपा अध्यक्ष और केन्द्रीय गृहमंत्री अमित शाह दिल्ली के अभियान में शामिल होंगे।
"Mr Jain said, people will be urged to take to social media to voice their support for the law during the campaign.",जैन ने लोगों से इस अभियान के दौरान सोशल मीडिया पर भी समर्थन देने का अनुरोध किया है।
"He said, party leaders have already been holding public meetings and press conferences over the issue as they work to counter the opposition's campaign against the amended citizenship law.",उन्होंने कहा कि पार्टी के नेता इस कानून के लिए जनसभाएं और संवाददाता सम्मेलन आयेाजित करके विपक्ष के दुष्प्रचार का जवाब देंगे।
"The Fire Department said, the building collapsed following an explosion due to a fire.","पुलिस के अनुसार, यह दुर्घटना एक निर्माणाधीन चारदीवारी के ढहने से हुई।"
It acknowledged the positive role and responsibility of the media in disseminating the outreach of Yoga in India and abroad.,ये पुरस्कार भारत और विदेश में योग के प्रचार-प्रसार में भूमिका और जिम्मेदारी के लिए मीडिया का सम्मान करने के लिए शुरू किये गये हैं।
He also lauded the role of media in creating awareness about Yoga.,श्री जावड़ेकर ने योग के बारे में जागरूकता फैलाने में मीडिया की भूमिका की सराहना की।
The counting began at 8 am at 315 counting centres across 27 districts where the polling has been held in two phases last month.,चुनाव दो चरणों में पिछले माह हुआ था और मतगणना कल शुरू हुई थी।
Others including independents have captured 444 seats.,433 जगहों पर निर्दलीयों ने विजय हासिल की।
The Petroleum Minister said there are different dimensions and ramifications of the developing situation in the Middle East.,पेट्रोलियम मंत्री ने कहा कि पश्चिम एशिया में जो स्थिति बन रही है उसके कई आयाम और परिणाम हो सकते हैं।
"In Kashmir valley, Police has arrested a terrorist belonging to Lashkar-e-Toiba Nissar Ahmed Dar. According to Police sources, Dar, a resident of Parray Mohalla Hajan in Bandipora District has been active in North Kashmir and is involved in various subversive activities.",पुलिस सूत्रों के अनुसार बांदीपोरा जिले में पर्रे मोहल्ला हाजन का निवासी डार उत्तरी कश्मीर में सक्रिय रहने के साथ ही विघटन की कई गतिविधियों में शामिल रहा है।
He hoped that the Centre must take step to ensure Assamese as the state language forever.,उन्होंने आशा व्यक्त की कि असमिया भाषा को हमेशा के लिए राज्य की भाषा बनाया जाएगा।
"In Chennai, a Special Court today dismissed a discharge petition filed by Congress Member of Parliament Karti Chidambaram and his wife Srinidhi in connection with a tax evasion case.",विधायकों और सांसदों के लिए विशेष अदालत ने अभियोजन पक्ष के प्रमाणों को उचित मानते हुए कार्ति चिदंबरम और उनकी पत्नी को आरोप मुक्त करने की याचिका खारिज कर दी।
The Judge then ordered the prosecution to go ahead with the framing of charges and sought both the accused to be present in the court on 21st of January.,न्यायमूर्ति डी लिंगेश्वरम ने आरोप तय करने की कार्यवाही आगे बढ़ाने और दोनों आरोपियों को 21 जनवरी को अदालत में हाजिर होने का आदेश दिया।
"He also said, warrants would be issued if both failed to appear during next hearing.",अगली सुनवाई पर दोनों के उपस्थित न होने पर वारंट जारी करने का भी आदेश दिया गया।
"A United Nations agency said, Krinding Camp, east of the state capital el-Geneina, was raided over Sunday and Monday following a dispute between Arab and African ethnic groups.",संयुक्त राष्ट्र की एक संस्था ने बताया कि अरब और अफ्रीकी कबीलों में हुए विवाद के बाद राजधानी अल-जेनीना के पूर्व में स्थित इस कैम्प पर रविवार और सोमवार को हमले हुए।
Media reports stated that the Arab tribesmen came to the IDP camp and started shooting and killing and burning.,मीडिया रिपोर्टों में कहा गया है कि अरब के जनजातीय लोगों ने इस कैम्प पर धावा बोला और गोलियां चलाते हुए आग लगा दी।
"After its top general, Qassem Soleimani, was killed in a US drone attack, Tehran announced it would no longer respect limits set under the deal on how many centrifuges it can use to enrich Uranium.",ईरानी जनरल कासिम सुलेमानी की अमेरिकी ड्रोन हमले में मौत के बाद ईरान ने घोषणा की थी कि वह यूरेनियम के परिस्कृत करने की सीमा को नहीं मानेगा।
The third Khelo India Youth Games has begun in Guwahati with a grand opening ceremony this evening.,असम के गुवाहाटी में आज शाम युवा खेल प्रतियोगिता खेलो इंडिया के उद्घाटन समारोह की सभी तैयारियां पूरी कर ली गई हैं।
"External Affairs Ministry said, the increase in tensions between both nations has alarmed the world and it is vital that the situation does not escalate further.",विदेश मंत्रालय के एक वक्तव्य में कहा गया है कि दोनों देशों के बीच तनाव बढ़ने से सारा विश्व चिंतित है और ऐसे में यह जरूरी हो जाता है कि इसे रोका जाए।
"External Affairs Ministry said, India has consistently advocated restraint and continues to do so.",विदेश मंत्रालय ने यह भी कहा है कि भारत ने हमेशा संयम बनाए रखने की वकालत की है और इस समय भी वह दोनों पक्षों से इसकी अपील करता है।
The confusion came amid threats to American forces after the US killed top Iranian commander Qasem Soleimani.,ईरान के शीर्ष कमांडर क़ासिम सुलेमानी की बगदाद में अमरीकी हमले में मौत के बाद पश्चिम एशिया में तनाव बढ़ने के कारण यह परामर्श जारी किया है।
"India for the first time ranks among the top ten in the Climate Change Performance Index, CCPI, which goes further to prove that all efforts and activities being currently undertaken by the government are setting a tone of vast improvements.",जलवायु परिवर्तन निष्पादन सूचकांक के मामले में पहली बार भारत 10 शीर्ष देशों में शामिल हो गया है।
India is making progress towards its target of 175 GW of renewables by 2022.,भारत वर्ष 2022 तक बिजली उत्पादन में गैर-जीवाश्म र्इंधन से उत्पन्न बिजली का हिस्सा बढ़ाकर 175 गीगावाट करेगा और इसे 450 गीगावाट तक ले जाएगा।
"For the 515 Zilla Parishad Member positions, the DMK-alliance has won 270 seats while AIADMK-led front has grabbed 242 seats.",प्राप्त समाचार के अनुसार ऑल इंडिया अन्ना डीएमके गठबंधन 246 स्थानों पर आगे है जबकि डीएमके पार्टी 270 स्थानों पर बढ़त बनाए हुए है।
"Of the nearly 92,000 posts for which elections were announced, 73,405 posts were contested and others were elected unopposed.",73 हजार चार सौ पांच सीटों पर मतदान हुए और अन्य सीटों पर प्रत्याशी निर्विरोध चुन लिए गए।
AIR correspondent reports that this is the first visit of Dinesh Gunawardena to India since he took over the charge of Foreign Minister after formation of new government in Sri Lanka.,नवम्बर में श्रीलंका में नई सरकार बनने के बाद वहां के विदेशमंत्री की यह पहली भारत यात्रा है।
He held bilateral talks with PM Modi and his Indian counterpart President Ram Nath Kovind.,श्रीलंका के राष्ट्रपति गोताबय राजपक्षे ने नवम्बर में पदभार ग्रहण करने के बाद भारत यात्रा की थी और प्रधानमंत्री नरेन्द्र मोदी तथा राष्ट्रपति रामनाथ कोविंद से द्विपक्षीय वार्ता की थी।
"A call can be made on this number from any mobile phone and not just smart phones, thus, providing easy access to all mobile users.",इस नम्बर पर केवल स्मार्ट फोन से ही नहीं बल्कि किसी भी मोबाइल फोन से कॉल किया जा सकता है।
The four-day Assembly session which started yesterday is using eco-friendly items like Thermos flask for serving water to the members and bio-degradable plates for snacks and tea in the Secretariat premises.,"कल चार दिनों के सत्र का शुभारंभ करते हुए उन्होंने कहा कि सचिवालय परिसर में सदस्यों से पानी, स्नेक्स और चाय के लिए सदस्यों से पर्यावरण के अनुकूल स्वभाविक तौर से नष्ट होने वाले थर्मो फ्लास्क और प्लेटों के इस्तेमाल करने का अनुरोध किया।"
The Iranian parliament today approved a triple-urgency bill which designates the US army and the Pentagon as a terrorist entity.,ये नम्बर है - 8 8 6 6 2 8 8 6 6 2 ईरान की संसद--मजलिस ने आज एक अत्यंत महत्वपूर्ण विधेयक को मंजूरी दी जिसमें अमरीकी सेना और उनके रक्षा मंत्रालय को आतंकवादी संस्थाएं घोषित किया गया है।
About fifteen thousand police were deployed at key places in the city to ensure an incident-free New Year celebrations.,नववर्ष पर शांति व्यवस्था बनाये रखने के लिए लगभग चालीस हजार पुलिस के जवान तैनात किये गये थे।
The festivities concluded by 1 a.m. today as instructed by the police.,पुलिस के निर्देश के तहत नए साल के कार्यक्रम रात एक बजे संपन्न हो गए।
Nagaland along with the rest of the world welcomed the New Year 2020 with prayers and thanksgiving.,दुनियाभर की तरह नगालैंड में भी नववर्ष का स्वागत किया गया।
"The five-day long festival was inaugurated by Speaker of state legislative Assembly, Rebati Mohan Das. The festival aims to uphold tradition and cultural values of Meitei community.",पर्व का उद्घाटन विधानसभा अध्यक्ष रेबती मोहन दास ने किया।
"Lai Haraoba is celebrated through oral literature, music, dance and rituals.","लाइ हराओबा पर्व श्रुति साहित्य, संगीत, नृत्य और परंपरिक अनुष्ठानों का अद्भुत संगम है।"
US President Donald Trump today warned Iran that the US will hit the Islamic Republic harder than ever before if Tehran retaliates to the killing of top military Commander Qasem Soleimani in an American air strike in Baghdad.,अमरीकी राष्ट्रपति डॉनल्ड ट्रम्प ने चेतावनी दी है कि अगर ईरान अपने शीर्ष कमांडर कासिम सुलेमानी की मौत का बदला लेने की कोशिश करता है तो अमरीका ईरान के खिलाफ और अधिक कठोर कार्रवाई करेगा।
A US drone strike killed Soleimani in Baghdad yesterday.,इराक की राजधानी बगदाद में अमरीकी हवाई हमले में सुलेमानी की मौत हो गयी थी।
"Earlier, he had warned yesterday that the US will target 52 sites in Iran some of which are at a very high level and important to Iran if the Islamic republic attacks American personnel or assets.",इससे पहले ट्रम्प ने कल भी कहा था कि अगर ईरान अमरीकी लोगों या परिसंपत्तियों पर हमले करता है तो अमरीका ईरान के 52 ठिकानों को निशाना बनाएगा।
The state will experience mostly dry weather during the next two days.,अगले दो दिनों में मौसम के खराब होने की आशंका जताई गई है।
"In Himachal Pradesh, severe cold tightened its grip across the state as middle and high hills received snowfall with scattered showers in plains.",समूचे हिमाचल प्रदेश में जबर्दस्त ठंड पड़ रही है।
"In Himachal Pradesh, most of the high and mid-hills received heavy snowfall today.",कल राज्य के मैदानी क्षेत्रों में छिटपुट वर्षा हुई और मध्य तथा पहाड़ी क्षेत्रों में हिमपात हुआ।
"Heavy snowfall is likely to occur at few places with height 2,500 metres and above.",मौसम विभाग का अनुमान है कि उत्तराखण्ड के ढाई हजार मीटर और उससे ऊपर के पहाड़ी इलाकों में कुछ जगहों पर भारी हिमपात हो सकता है।
State-run IRNA news agency said the crash killed all on board.,ईरान की सरकारी समाचार एजेंसी इरना ने बताया है कि विमान में सवार सभी यात्रियों और चालक दल के सदस्यों की मौत हो गई है।
It is unclear if there were any casualties.,अभी यह स्पष्ट नहीं है कि हमले में कोई हताहत हुआ है या नहीं।
Border Roads Organization (BRO) has inducted hi-tech snow clearance and cutting machines in Jammu and Kashmir which are state of the art snow clearance equipment that clear one kilometre of snow in just three hours.,सीमा सड़क संगठन-बीआरओ ने जम्मू-कश्मीर में बर्फ हटाने की अत्याधुनिक मशीनों का इस्तेमाल शुरू किया है।
Three-time Chief Minister Farooq Abdullah was also slapped with the PSA in September.,राज्य में तीन बार मुख्यमंत्री रह चुके फारूक अब्दुल्ला पर भी पिछले वर्ष सितंबर में नागरिक सुरक्षा कानून लगाया गया था।
The Supreme Court has said that access to Internet is a fundamental right under Article 19 of the Constitution subject to some restrictions.,उच्चतम न्यायालय ने कल कहा था कि कुछ वाजिब प्रतिबंधों के साथ इंटरनेट की उपलब्धता लोगों का मौलिक अधिकार है।
Congress Lok Sabha MP Karti Chidambaram and his wife Srinidhi will move the Madras High Court in a tax evasion case.,मद्रास उच्च न्यायालय ने वरिष्ठ कांग्रेस नेता पी चिदम्बरम के पुत्र कार्ति चिदम्बरम और उनकी पत्नी के खिलाफ आयकर मामलों को हटाने की याचिका को खारिज कर दी है।
"Esper's comments came after Iran fired a volley of ballistic missiles yesterday into two bases in Iraq that house US troops, in response to Soleimani's killing.",जनरल सुलेमानी के मारे जाने के बाद इराक में अमरीकी सैन्य अड्डों पर ईरान की ओर से बैलिस्टिक मिसाइलों के हमले के बाद एस्पर की यह टिप्पणी आई है।
"No US or Iraqi personnel were killed in those strikes, and reports said the US knew that an attack was coming.",हालांकि इन हमलों में अमरीकी या कोई इराकी सैनिक नहीं मारा गया।
Olympic medal-winning Indian shuttlers P V Sindhu and Saina Nehwal crashed out of the Malaysia Masters after being outplayed by familiar foes in the quarterfinals ending the country's campaign at Kuala Lumpur today.,"कुआलालम्पुर में मलेशिया मास्टर्स बैडमिंटन टूर्नामेंट में भारत की पी वी सिंधू और साइना नेहवाल ने महिला सिंगल्स के दूसरे दौर में जगह बना ली है, वहीं पुरुष सिंगल्स में समीर वर्मा और एच एस प्रणय भी दूसरे दौर में पहुंच गए हैं जबकि किदाम्बी श्रीकांत, परूपल्ली कश्यप और बी साई प्रणीत को पहले दौर में हार का सामना करना पड़ा है।"
"Mr Modi shall dedicate to the Nation Four Refurbished Heritage Buildings in the city including old Currency Building, the Belvedere House, the Metcalfe House and the Victoria Memorial Hall.","वहां वे करंसी बिल्डिंग, बिल्वेडियर हाउस, मैटकॉफ हाउस और विक्टोरिया मेमोरियल हॉल सहित अनेक नवीकृत धरोहर राष्ट्र को समर्पित करेंगे।"
"He said, the Missions were asked to share that this is an internal matter of India and the Act just provides expedited consideration for Indian citizenship to persecuted minorities.",उन्होंने कहा कि इन मिशनों से कहा गया है कि वे यह बताएं कि यह भारत का आंतरिक मामला है तथा नागरिकता संशोधन कानून तीन देशों में प्रताडि़त किए गए अल्पसंख्यकों को भारत की नागरिकता देने में तेजी लाने के लिए लाया गया है।
It was also conveyed that CAA does not in any way alter the basic structure of the Indian Constitution.,यह भी कहा जाए कि इससे भारतीय संविधान की मूल भावना के साथ कोई छेड़छाड़ नहीं की गई है।
"He said, it has been conveyed that it is an internal matter of India.",भारत ने बांग्लादेश को बता दिया है यह उसका आंतरिक मामला है।
He summarized that India is committed and is putting all resources on the ground to ensure early extradition of Nirav Modi to India.,उन्होंने कहा कि नीरव मोदी को भारत लाने के लिए हरसंभव प्रयास किए जा रहे हैं।
"He said the military defeat of the LTTE was possible as a result of the assistance provided by India and the international community as both India and Sri Lanka saw the LTTE as an impediment to reaching a negotiated, reasonable political solution in Sri Lanka.",उन्होंने कहा कि एल टी टी ई की सैन्य पराजय भारत और अंतर्राष्ट्रीय समुदाय द्वारा उपलब्ध कराई गई सहायता के कारण ही संभव हो पाई थी।
He said a security operation is ongoing.,रक्षा प्रवक्ता ने आकाशवाणी को बताया कि कार्रवाई जारी है।
"Yesterday, Prime minister interacted with top business tycoons to discuss issues facing the economy and measures needed to boost growth and create jobs.",इससे पहले सोमवार को प्रधानमंत्री ने उद्योगपतियों के साथ अर्थव्यवस्था को प्रभावित करने वाले विभिन्न मुद्दों और इसके विकास तथा रोज़गार सृजन के मुद्दों पर विचार-विमर्श किया था।
"The Vice Chancellor of the Tamil Nadu Open University Dr Parthasarathi, who presented a concept paper at the seminar, said more efforts should be made to create awareness about cutting edge research activities being conducted at university level among college lecturers and students.",तमिलनाडु ओपन यूनिवर्सिटी के कुलपति डॉ0 पार्थसारथी ने सम्मेलन में आधुनिक शिक्षा के बारे में जागरूकता पैदा करने की जरूरत पर बल दिया।
"Mr Munda said that NRC is a good step taken by the Union Government and various political parties have come in support and favour of NRC. Mr Munda was interacting with media in Ranchi on the eve of Jaypal Singh Munda’s birth anniversary to be celebrated on January 3, at his native village Khunti.",श्री मुंडा ने कहा कि राष्ट्रीय नागरिक रजिस्टर केंद्र सरकार द्वारा उठाया गया एक अच्छा कदम है और बहुत से राजनीतिक दल इसके समर्थन में आगे आए हैं।
Iran said it acted in retaliation after the assassination of top Iranian General Qasem Soleimani last week.,ईरान यह कार्रवाई अपने शीर्ष फौजी कमांडर जनरल कासिम सुलेमानी की हत्या का बदला लेने की कार्रवाई के रूप में की थी।
It also affirmed the position of the Kingdom of Bahrain that supports the efforts of the Iraqi government to establish security and stability and strengthen the rule of law in the country.,बयान में बहरीन के रुख की दुबारा पुष्टि करते हुए कहा गया है कि वह इराक में सुरक्षा और स्थिरता कायम करने तथा कानून के शासन को मजबूत बनाने के प्रयासों में इराक सरकार को समर्थन देता है।
"Ministry of Environment, Forest and Climate Change has notified the new Wetland Conservation Rules which prohibit setting up or expansion of industries and disposal of construction and demolition waste within the wetlands.",पर्यावरण वन और जलवायु परिवर्तन मंत्रालय ने नए आर्द्र भूमि संरक्षण नियम अधिसूचित किए हैं।
It will also recommend mechanisms for maintenance of ecological character through promotional activities for land within the boundary of notified wetlands.,यह प्राधिकरण अधिसूचित आर्द्र भूमि की सीमा के भीतर संवर्धन गतिविधियों के माध्यम से पारिस्थितिकी की विशेषता बनाए रखने की प्रणाली की सिफारिश भी करेगा।
Ada Yonath and Bharat Ratna awardee Prof C.N.R. Rao today.,राष्ट्रीय अनुसंधान प्रोफेसर सी एन आर राव और नोबल पुरस्कार विजेता इज़राइल के अडा योनथ इसका उद्घाटन करेंगे।
"Oil prices rose sharply, with United States crude rising nearly three dollars, today after the U.S. said its forces in Iraq were attacked by Iranian ballistic missiles, raising the prospect of a regional conflagration that could cut oil supplies.",इराक में अमरीकी बलों पर ईरानी मिसाइल हमले के बाद तेल की कीमतों में उछाल आया है और कच्चे तेल के दाम लगभग तीन डॉलर बढ़ गये हैं।
"Among other Indians, G. Sathiyan has managed to retain his 30th spot in the senior category.",अन्य भारतीयों में साथियान ने सीनियर वर्ग में अपना 30वां स्थान कायम रखा जबकि अचंत शरत कमल गुरूवार को जारी विश्व टेबल टेनिस रैंकिंग में 33वें स्थान पर पहुंच गये।
The US now fears a backlash against its mission and bases where its troops are deployed across Iraq.,अमेरिका को अब आशंका है कि इराक में उसके दूतावास और अमरीकी सुरक्षा बलों पर बदले की कार्रवाई के तौर पर और भी हमले हो सकते हैं।
The apex court was hearing an appeal filed by one W Edwin Wilson against the National Green Tribunal's (NGT) order asking the Election Commission and the Chief Electoral Officers of all states and Union Territories to monitor the compliance of advisories against the use of plastic.,"शीर्ष न्यायालय, राष्ट्रीय हरित अधिकरण - एनजीटी के खिलाफ डब्ल्यू एडविन विल्सन की याचिका पर सुनवाई करते हुए यह आदेश दिया है।"
"Photo Division under the Ministry of Information and Broadcasting, has invited entries for the 8th National Photography Awards and applicants can submit their entries by 15th of this month.",सूचना और प्रसारण मंत्रालय के तहत फोटो प्रभाग ने 8वें राष्ट्रीय फोटोग्राफी पुरस्कारों के लिए प्रविष्टियां आमंत्रित की हैं।
BJP President and Home Minister Amit Shah will address a conference of party booth workers in New Delhi today.,भाजपा अध्यक्ष और गृह मंत्री अमित शाह दिल्ली में जबकि पार्टी के कार्यकारी अध्यक्ष जगत प्रकाश नड्डा गाजियाबाद में जनसम्पर्क अभियान में भाग लेंगे।
"During the ten-day campaign, party leaders and workers will contact three crore families to rally support for the CAA. Five committees have also been formed to provide impetus to the campaign, so that contact with different sections and community can be well established.",अभियान के दौरान पार्टी नेता और कार्यकर्ता नागरिकता संशोधन कानून सीएए के समर्थन में तीन करोड़ परिवारों से सम्पर्क करेंगे।
Prime Minister also congratulated scientists for helping improve India’s ranking in the Innovation Index.,प्रधानमंत्री ने यह भी कहा कि नवाचार सूचकांक में भारत की रैंकिंग 52 हो गई है।
It has challenged the top court's verdict upholding a law on appointment of teachers by a commission for minority institutions.,इस याचिका में अल्पसंख्यक संस्थानों के आयोग द्वारा शिक्षकों की नियुक्ति संबंधी कानून को वैध ठहराने के उच्चतम न्यायालय के आदेश को चुनौती दी गई है।
"For the 515 Zilla Parishad Member positions, the DMK-alliance has won 270 seats while AIADMK-led front has grabbed 242 seats.",पांच सौ 15 जिला परिषद के सदस्यों के चुनाव में से ऑल इंडिया डीएमके गठबंधन एक सौ 54 और डीएमके गठबंधन एक सौ 42 सीटों पर आगे था।
He passed these directions while chairing a meeting with Deputy Commissioners to take stock of snow clearance machinery requirements in the Districts.,मंडलायुक्त ने यह निर्देश प्रभावित जिलों में बर्फ हटाने की मशीनों की आवश्यकता का जायजा लेने के लिए उपायुक्तों की बैठक में दिया।
"In Australia, the Navy has evacuated around 1,000 tourists and residents who were trapped in the fire-ravaged town of Mallacoota on the Victoria coast.",ऑस्ट्रेलिया की नौसेना ने विक्टोरिया तट पर आग से घिरे मल्लाकूटा शहर में फंसे सैंकड़ों लोगों को बाहर निकालने का काम शुरु कर दिया है।
Since September fires have killed at least 20 people in the two states and dozens remain missing.,आग लगने की घटना में सितम्बर से दोनों राज्यों में उन्नीस लोगों की मौत हुई हैं।
The day is celebrated every year to mark the contribution of overseas Indian community in the development of India.,विदेशों में हिंदी भाषा को प्रोत्साहन देने के उद्देश्य से हर वर्ष यह दिवस मनाया जाता है।
Special functions are being organized to mark the occasion.,इस अवसर पर आज कई कार्यक्रम आयोजित किए जा रहे हैं।
"He also said that, the fact that America has the great military and equipment does not mean it has to use it.","उन्होंने यह भी कहा कि हालांकि अमरीका के पास शक्तिशाली सेना और आधुनिक उपकरण हैं, पर इसका मतलब यह नहीं है कि हम इसका इस्तेमाल करेंगे ही।"
Several Union Ministers and BJP leaders including Rajnath Singh and Nitin Gadkari will also take part in this door to door campaign in different parts of the country.,घर-घर जाकर देशभर में चलाए जा रहे इस जनसंपर्क अभियान में कई केंद्रीय मंत्री और भाजपा के नेता हिस्सा ले रहे हैं।
"During the ten-day campaign, party leaders and workers will contact three crore families to rally support for the CAA. Five committees have also been formed to provide impetus to the campaign, so that contact with different sections and community can be well established.",अभियान के दौरान पार्टी के नेता और कार्यकर्ता तीन करोड़ परिवारों से संपर्क करेंगे।
"Mr Sharma said, separate power Corporations have been created for Jammu and Kashmir Divisions, headed by Managing Directors to bring efficiency to its functioning and make it a viable corporation.",श्री शर्मा ने बताया कि प्रदेश में बिजली की उपलब्धता में सुधार के लिए जम्मू और कश्मीर डिविजनों के लिए अलग निगम बनाये गये हैं।
"He said, some people are deliberately creating misconception and spreading rumours in the society regarding CAA. Mr Javadekar said, 130 crore people of the country are welcoming the law because it does not affect any citizen born in India.",उन्होंने कहा कि कुछ लोग नागरिकता संशोधन कानून के बारे में जानबूझ कर समाज में भ्रम और अफवाहें फैला रहे हैं।
"He said, some people are deliberately creating misconception and spreading rumours in the society regarding CAA. Mr Javadekar said, 130 crore people of the country are welcoming the law because it does not affect any citizen born in India.",श्री जावडेकर ने कहा कि देश के एक सौ तीस करोड़ लोग इस कानून का स्वागत कर रहे हैं क्योंकि भारत में जन्मे किसी नागरिक पर इसका कोई प्रभाव नही होगा।
The Prime Minister highlighted some of the key reforms like the Insolvency and Bankruptcy Code which has given a dignified exit route for failed business ventures.,प्रधानमंत्री ने व्यापार को सुगम बनाने की दिशा में किये गये सुधारों की चर्चा की जिनमें दिवाला और दिवालियां संहिता जैसे उपाय शामिल हैं जिनसें असफल व्यापारिक उपक्रमों को बंद करने का सम्मानित विकल्प उपलब्ध कराया गया।
Mr Modi spoke highly of Kirloskar's contribution to Indian Industry and released a Stamp to mark the milestone.,प्रधानमंत्री ने भारतीय अर्थव्यवस्था में किर्लोसकर के योगदान की सहराना की और इस सिलसिले में एक टिकट जारी किया।
Congress failed to win a single seat with just  9.65 per cent of votes in its favour.,इस चुनाव में कांग्रेस पार्टी को एक भी सीट नहीं मिली जबकि उसका मत प्रतिशत नौ दशमलव छह पांच था।
Sri Lankan Foreign Minister Dinesh Gunawardena today met External Affairs Minister S Jaishankar in New Delhi.,उन्होंने विदेश मंत्री एस0 जयशंकर से मुलाकात की।
Vice President M Venkaiah Naidu is arriving on a two-day visit to Trichy and Thanjavoor in Tamil Nadu tomorrow.,उनका कल गया में महाबोद्धी मंदिर जाने का भी कार्यक्रम है उपराष्ट्रपति एम. वेंकैया नायडू कल दो दिन के दौरे पर तमिलनाडु जाएंगे।
"In the afternoon, the Vice President will formally inaugurate the 173rd edition of five-day Thyagaraja Aradhana Music Festival on the banks of the Kaveri in Thiruvaiyaru, another confluence of five rivers, in the Thanjavoor district.",उपराष्ट्रपति शनिवार को थिरूवैयारू में संत त्यागराज अराधना संगीत समारोह का उद्घाटन करेंगे।
"The Sri Lankan cricket team, led by veteran pacer Lasith Malinga, arrived in Guwahati for the three-match T20 series against India amid tight security.",लसिथ मलिंगा के नेतृत्व में 16 सदस्यीय श्रीलंकाई टीम आज भारत पहुंच रही है।
President Ram Nath Kovind left from Kochi this morning for his day-long Lakshadweep visit.,राष्ट्रपति आज कोच्चि में ठहरेंगे और कल सुबह लक्षद्वीप के अगाती के लिए रवाना होंगे।
"BJP has accused Congress of doing politics of duplicity over the Citizenship Amendment Act. Talking to reporters in New Delhi today, Spokesman G V L Narasimha Rao cited Congress' 2018 Rajasthan Assembly Election Manifesto that promised all-round development to refugees from Pakistan, including those linked to their citizenship and rehabilitation.",पत्रकारों से बातचीत में प्रवक्ता जी वी एल नरसिम्हा राव ने पार्टी द्वारा राजस्थान विधानसभा चुनाव के घोषणा-पत्र में पाकिस्तान से आए शरणार्थियों की नागरिकता सहित सर्वांगीण विकास की बात कही थी।
Wanindu Hasaranga took 2 wickets for the visitors.,श्रीलंका की ओर से वानिन्दु हसारंगा ने 2 विकेट लिए।
The focal theme of the Science conference in this edition is Science and Technology:,"इस साल की कांग्रेस का विषय, ग्रामीण विकास में विज्ञान और प्रोद्योगिकी है।"
The medical fraternity has welcomed the decision.,चिकित्सा जगत में इस फैसले का स्वागत हुआ।
"The environment education, awareness and Training scheme of Ministry of Environment, Forest and Climate Change, Govt.","इससे जम्मू कश्मीर में दशकों से बंद पड़े पर्यावरण मंत्रालय द्वारा संचालित पर्यावरण शिक्षा, जागरूकता और प्रशिक्षण कार्यक्रम, वन और जलवायु परिवर्तन, भारत सरकार का राष्ट्रीय हरित कोर पुनर्जीवित हो जाएगा।"
"Party MLAs, Ministers, MPs are visiting localities across the state to make people aware about the CAA which invited massive protests in northeast India and many other parts of the country.","पार्टी के विधायक, मंत्री और सांसद राज्यभर में लोगों से संपर्क कर रहे हैं और उन्हें सी. ए. ए. की जानकारी दे रहे हैं।"
He also awarded the Krishi Karman Award to the progressive farmers from 21 states.,इस अवसर पर 21 राज्यों को कृषि कर्मण अवार्ड दिया जाएगा।
The focal theme of the Science conference in this edition is Science and Technology:,इस बार विज्ञान सम्मेलन का विषय है - विज्ञान और प्रौद्योगिकी - ग्रामीण विकास।
"It accused Sudan's paramilitary Rapid Support Forces, RSF, of intervening in the fighting on the side of the Arab forces.","इस घटना में सूडान के अर्धसैनिक बल, रैपिड सपोर्ट फोर्सेस-आरएसएफ पर अरब सुरक्षा बलों की ओर से झड़पों में दखल देने का आरोप है।"
"In Uttarakhand, cold wave conditions intensified following the fresh spell of snowfall in hilly areas and rain in plains of the state.",उत्तराखंड के पर्वतीय क्षेत्रों में आज फिर बर्फबारी हुई।
"The hilly regions of Uttarakhand today received fresh spell of snowfall whereas the lower regions including capital Dehradun, received rainfall.",राजधानी देहरादून सहित राज्य के निचले इलाकों में बारिश भी हुई है।
"The Minister was briefed that there has been a steep reduction in the pendency of vigilance cases from an average of three thousand in the last three preceding years to 876 in 2019, of which 683 pertain to December 2019.","पिछले 3 बरसों में ऐसे मामलों की संख्या औसतन 3 हज़ार थी, जो 2019 में घटकर 876 रह गई।"
